1987,FALSE,2000,6,0,王颖
1987,FALSE,1987,1,0,王友竹
1986,FALSE,1995,5,0,王玉波
1989,FALSE,1994,10,0,王育民
1988,FALSE,1988,1,0,王煜
1991,FALSE,2006,4,0,王跃生
2011,TRUE,2011,1,1,王震宇
1998,FALSE,2006,2,0,王卓祺
2008,TRUE,2015,4,2,尉建文
2011,FALSE,2015,5,0,魏万青
2007,TRUE,2014,6,1,魏伟
2011,TRUE,2013,2,1,温莹莹
2006,TRUE,2006,1,1,文东茅
2001,FALSE,2012,3,0,文军
2008,FALSE,2012,2,0,闻翔
2010,TRUE,2013,2,2,翁定军
1999,FALSE,2003,2,0,翁乃群
1997,FALSE,1997,1,0,吴铎
2005,FALSE,2014,6,0,吴飞
2006,FALSE,2012,2,0,吴建平
2005,FALSE,2005,1,0,吴理财
1992,FALSE,1992,1,0,吴鹏森
2006,FALSE,2015,6,0,吴清军
2013,FALSE,2014,2,0,吴肃然
2010,FALSE,2010,1,0,吴同
1999,TRUE,2005,3,1,吴小英
2006,TRUE,2015,12,10,吴晓刚
2013,TRUE,2013,1,1,吴要武
2007,TRUE,2015,5,1,吴毅
2008,FALSE,2011,2,0,吴莹
2008,TRUE,2015,9,9,吴愈晓
1986,FALSE,1990,2,0,吴越
2010,FALSE,2013,2,0,吴长青
1987,FALSE,2012,15,0,吴忠民
2011,TRUE,2011,1,1,武俊奎
1995,TRUE,2007,3,1,夏传玲
1990,FALSE,2006,4,0,夏光
1987,FALSE,1993,2,0,夏国美
1998,FALSE,1998,1,0,夏建中
2014,FALSE,2014,1,0,夏瑛
1997,FALSE,1998,2,0,项飚
2007,TRUE,2014,2,2,肖晨阳
1999,FALSE,1999,1,0,肖鸿
2005,FALSE,2008,2,0,肖文明
1997,FALSE,2001,2,0,肖文涛
2014,TRUE,2014,2,2,肖阳
2004,FALSE,2010,5,0,肖瑛
1999,FALSE,2002,2,0,笑冬
2006,TRUE,2014,4,4,谢桂华
1993,TRUE,2015,11,1,谢立中
2012,TRUE,2013,2,2,谢舜
2008,TRUE,2015,9,4,谢宇
2015,FALSE,2015,1,0,谢岳
2006,TRUE,2011,2,1,邢占军
2004,FALSE,2009,4,0,熊春文
2009,FALSE,2011,4,0,熊万胜
2006,TRUE,2014,4,1,熊易寒
1998,FALSE,2001,3,0,熊跃根
1987,TRUE,2012,9,5,徐安琪
1999,TRUE,2014,5,1,徐冰
1996,FALSE,1996,1,0,徐平
1992,FALSE,2001,2,0,徐琴
1994,FALSE,1994,1,0,徐勤
2010,FALSE,2010,1,0,徐小涵
2009,FALSE,2009,1,0,徐晓军
2007,TRUE,2007,1,1,徐志刚
2013,TRUE,2015,4,4,许琪
1990,FALSE,1992,2,0,许晓军
1999,TRUE,2005,3,1,许欣欣
2004,FALSE,2013,3,0,宣朝庆
2006,FALSE,2006,1,0,闫志刚
2011,TRUE,2014,3,3,严洁
1998,FALSE,1998,1,0,严善平
2012,FALSE,2012,1,0,杨爱平
2011,TRUE,2012,2,2,杨典
2009,TRUE,2009,1,1,杨东
2011,TRUE,2011,1,1,杨舸
2009,TRUE,2009,1,1,杨菊华
2008,FALSE,2008,1,0,杨立雄
2015,FALSE,2015,3,0,杨璐
2004,FALSE,2007,3,0,杨敏
1999,FALSE,2012,3,0,杨念群
2010,FALSE,2015,3,0,杨清媚
1992,FALSE,2015,12,0,杨善华
2006,TRUE,2006,1,1,杨上广
1989,TRUE,2008,6,1,杨伟民
2004,FALSE,2008,3,0,杨锡聪
1989,TRUE,2000,3,1,杨心恒
1988,TRUE,1993,2,1,杨雅彬
1995,FALSE,2012,6,0,杨宜音
2012,TRUE,2012,1,1,杨云彦
2009,FALSE,2015,4,0,杨锃
1987,FALSE,2012,6,0,杨中芳
2007,FALSE,2013,3,0,姚华
2010,TRUE,2015,3,1,姚泽麟
2014,TRUE,2014,1,1,叶光辉
2011,TRUE,2011,1,1,叶华
2007,FALSE,2007,1,0,叶敬忠
1996,FALSE,2013,4,0,叶启政
1999,TRUE,1999,1,1,叶文振
2000,TRUE,2009,2,1,尹海洁
2005,FALSE,2015,10,0,应星
1992,FALSE,2010,7,0,游正林
2013,TRUE,2014,2,2,於嘉
1991,FALSE,1991,2,0,于显洋
1986,TRUE,1997,10,1,于真
2010,FALSE,2014,3,0,余成普
1991,TRUE,2004,2,1,余红
2006,FALSE,2008,3,0,余晓敏
2012,FALSE,2012,1,0,俞志元
1992,FALSE,1996,7,0,袁方
2009,FALSE,2011,3,0,袁浩
1994,FALSE,1997,2,0,袁岳
1994,FALSE,1994,1,0,岳庆平
2009,TRUE,2011,2,1,悦中山
1993,TRUE,2014,11,1,翟学伟
2007,TRUE,2014,5,3,张春泥
1999,FALSE,2001,2,0,张德胜
2006,FALSE,2007,2,0,张敦福
2007,TRUE,2015,3,3,张光
2006,FALSE,2006,1,0,张海波
2004,TRUE,2014,4,2,张海东
2007,TRUE,2013,3,1,张浩
2004,FALSE,2010,4,0,张和清
2013,FALSE,2013,1,0,张鸿雁
1992,FALSE,1993,2,0,张厚义
2009,FALSE,2009,1,0,张虎祥
1988,FALSE,2015,2,0,张华
2007,TRUE,2008,2,1,张欢华
1991,FALSE,1991,1,0,张建国
2005,FALSE,2005,1,0,张建君
2004,FALSE,2015,4,0,张江华
2008,TRUE,2012,2,1,张紧跟
1988,FALSE,2014,11,0,张静
2008,TRUE,2008,1,1,张娟
1995,FALSE,1995,1,0,张恺悌
2008,TRUE,2008,1,1,张乐
2001,FALSE,2007,2,0,张乐天
2005,TRUE,2006,2,1,张磊
2010,TRUE,2010,1,1,张力
2009,TRUE,2014,3,1,张丽萍
2012,TRUE,2012,1,1,张莉
2012,FALSE,2013,2,0,张旅平
2007,FALSE,2009,2,0,张茂元
2015,FALSE,2015,1,0,张敏
1994,FALSE,1996,2,0,张敏杰
2006,TRUE,2012,6,1,张佩国
1988,FALSE,1997,12,0,张萍
1999,FALSE,1999,1,0,张其仔
2006,TRUE,2011,4,3,张庆鹏
1995,FALSE,2001,3,0,张汝立
2006,FALSE,2006,1,0,张少强
2012,FALSE,2012,1,0,张曙光
2011,TRUE,2012,3,3,张顺
2009,FALSE,2009,1,0,张泰苏
1986,TRUE,2004,18,1,张宛丽
2006,FALSE,2006,1,0,张伟
1990,FALSE,1994,2,0,张卫
1991,TRUE,2015,17,10,张文宏
2008,TRUE,2008,1,1,张雯
1988,FALSE,1996,3,0,张仙桥
2006,TRUE,2014,4,1,张翔
1986,FALSE,1986,1,0,张向东
2001,FALSE,2007,2,0,张小军
1991,FALSE,1991,1,0,张小山
1992,FALSE,1997,6,0,张小天
2010,FALSE,2014,2,0,张亚辉
2006,FALSE,2006,1,0,张闫龙
2006,FALSE,2008,2,0,张岩
1993,FALSE,2008,3,0,张彦
1995,FALSE,2009,2,0,张燕
2007,FALSE,2009,2,0,张杨
1995,FALSE,1995,1,0,张毅
1997,FALSE,2015,6,0,张翼
2007,FALSE,2007,1,0,张应祥
2009,FALSE,2009,1,0,张永宏
1992,TRUE,1994,3,1,张永健
2009,TRUE,2009,2,2,张云武
2008,TRUE,2013,3,1,张兆曙
1987,FALSE,2004,21,0,张志敏
2009,FALSE,2009,1,0,张钟汝
1987,FALSE,1997,15,0,张琢
2013,TRUE,2013,1,1,章奇
2005,FALSE,2011,2,0,赵丙祥
2009,TRUE,2010,2,1,赵德余
2005,FALSE,2012,6,0,赵鼎新
2006,FALSE,2006,1,0,赵定东
2006,FALSE,2006,1,0,赵刚
1996,FALSE,1996,1,0,赵力涛
2012,FALSE,2015,5,0,赵立玮
1998,FALSE,1998,1,0,赵世瑜
2012,FALSE,2012,1,0,赵万里
2009,TRUE,2009,1,1,赵伟
2005,FALSE,2006,2,0,赵晓力
